href,title,path,region,sub_region,type,crs,base_year,year_range,cellsize_cm,gsd,s3,https,collection_id,collection_title,collection_description,license,links_count
./canterbury/mackenzie_2021_0.3m/rgbnir/2193/collection.json,Mackenzie 0.3m Near-Infrared Aerial Photos (2021),canterbury/mackenzie_2021_0.3m,canterbury,mackenzie,rgbnir,2193,2021,2021,30.0,0.3m,s3://nz-imagery/canterbury/mackenzie_2021_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/mackenzie_2021_0.3m/rgbnir/2193/,01KNQYE9ZX84B7Y4MSZXX8SZSN,Mackenzie 0.3m Near-Infrared Aerial Photos (2021),Near-infrared orthophotography within the Canterbury region captured in the 2021 flying season.,CC-BY-4.0,224
./canterbury/kaikoura_2023_0.05m/rgbnir/2193/collection.json,Kaikōura 0.05m Near-Infrared Aerial Photos (2023),canterbury/kaikoura_2023_0.05m,canterbury,kaikoura,rgbnir,2193,2023,2023,5.0,0.05m,s3://nz-imagery/canterbury/kaikoura_2023_0.05m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/kaikoura_2023_0.05m/rgbnir/2193/,01KMY9N7Z9A89WT3E0KBHNCADP,Kaikōura 0.05m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Canterbury region captured in the 2023 flying season.,CC-BY-4.0,41
./canterbury/hurunui_2023_0.075m/rgbnir/2193/collection.json,Hurunui 0.075m Near-Infrared Aerial Photos (2023),canterbury/hurunui_2023_0.075m,canterbury,hurunui,rgbnir,2193,2023,2023,7.5,0.075m,s3://nz-imagery/canterbury/hurunui_2023_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/hurunui_2023_0.075m/rgbnir/2193/,01KNT7DPX2HP2VAV4G1TH577N2,Hurunui 0.075m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Canterbury region captured in the 2023 flying season.,CC-BY-4.0,276
./canterbury/christchurch_2025_0.075m/rgbnir/2193/collection.json,Christchurch 0.075m Near-Infrared Aerial Photos (2025),canterbury/christchurch_2025_0.075m,canterbury,christchurch,rgbnir,2193,2025,2025,7.5,0.075m,s3://nz-imagery/canterbury/christchurch_2025_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/christchurch_2025_0.075m/rgbnir/2193/,01KMKQK5QH65969DYST80PQV35,Christchurch 0.075m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Canterbury region captured in the 2025 flying season.,CC-BY-4.0,2116
./canterbury/christchurch_2025_0.05m/rgbnir/2193/collection.json,Christchurch 0.05m Near-Infrared Aerial Photos (2025),canterbury/christchurch_2025_0.05m,canterbury,christchurch,rgbnir,2193,2025,2025,5.0,0.05m,s3://nz-imagery/canterbury/christchurch_2025_0.05m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/christchurch_2025_0.05m/rgbnir/2193/,01KMKHY81BNMKDT2029SDCN6NE,Christchurch 0.05m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Canterbury region captured in the 2025 flying season.,CC-BY-4.0,52
./canterbury/christchurch_2023_0.075m/rgbnir/2193/collection.json,Christchurch 0.075m Near-Infrared Aerial Photos (2023),canterbury/christchurch_2023_0.075m,canterbury,christchurch,rgbnir,2193,2023,2023,7.5,0.075m,s3://nz-imagery/canterbury/christchurch_2023_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/christchurch_2023_0.075m/rgbnir/2193/,01KN2VGFFRBA16T8CTF9F8F1JH,Christchurch 0.075m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Canterbury region captured in the 2023 flying season.,CC-BY-4.0,1832
./canterbury/canterbury_2025_0.25m/rgbnir/2193/collection.json,Canterbury 0.25m Near-Infrared Aerial Photos (2025),canterbury/canterbury_2025_0.25m,canterbury,canterbury,rgbnir,2193,2025,2025,25.0,0.25m,s3://nz-imagery/canterbury/canterbury_2025_0.25m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2025_0.25m/rgbnir/2193/,01KG0VNXH21M92PQHPZDY6QMHC,Canterbury 0.25m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Canterbury region captured in the 2025 flying season.,CC-BY-4.0,568
./canterbury/canterbury_2024_0.2m/rgbnir/2193/collection.json,Canterbury 0.2m Near-Infrared Aerial Photos (2024),canterbury/canterbury_2024_0.2m,canterbury,canterbury,rgbnir,2193,2024,2024,20.0,0.2m,s3://nz-imagery/canterbury/canterbury_2024_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2024_0.2m/rgbnir/2193/,01KJRBXH3XSA19YQQWSNZDCCJY,Canterbury 0.2m Near-Infrared Aerial Photos (2024),Near-infrared orthophotography within the Canterbury region captured in the 2024 flying season.,CC-BY-4.0,1754
./canterbury/canterbury_2023_0.3m/rgbnir/2193/collection.json,Canterbury 0.3m Near-Infrared Aerial Photos (2023),canterbury/canterbury_2023_0.3m,canterbury,canterbury,rgbnir,2193,2023,2023,30.0,0.3m,s3://nz-imagery/canterbury/canterbury_2023_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2023_0.3m/rgbnir/2193/,01KM45PW1T559HQ6AG005QH3CJ,Canterbury 0.3m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Canterbury region captured in the 2023 flying season.,CC-BY-4.0,56
./canterbury/canterbury_2020_0.3m/rgbnir/2193/collection.json,Canterbury 0.3m Near-Infrared Aerial Photos (2020),canterbury/canterbury_2020_0.3m,canterbury,canterbury,rgbnir,2193,2020,2020,30.0,0.3m,s3://nz-imagery/canterbury/canterbury_2020_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2020_0.3m/rgbnir/2193/,01KNTQHRVH1B298DAAGRQRF19W,Canterbury 0.3m Near-Infrared Aerial Photos (2020),Near-infrared orthophotography within the Canterbury region captured in the 2020 flying season.,CC-BY-4.0,199
./west-coast/buller_2024-2025_0.075m/rgbnir/2193/collection.json,Buller 0.075m Near-Infrared Aerial Photos (2024-2025),west-coast/buller_2024-2025_0.075m,west coast,buller,rgbnir,2193,2024,2024-2025,7.5,0.075m,s3://nz-imagery/west-coast/buller_2024-2025_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/west-coast/buller_2024-2025_0.075m/rgbnir/2193/,01KJ9D1BMYTC6WSVM9G0E2X85E,Buller 0.075m Near-Infrared Aerial Photos (2024-2025),Near-infrared orthophotography within the West Coast region captured in the 2024-2025 flying season.,CC-BY-4.0,410
./canterbury/canterbury_2020-2021_0.2m/rgbnir/2193/collection.json,Canterbury 0.2m Near-Infrared Aerial Photos (2020-2021),canterbury/canterbury_2020-2021_0.2m,canterbury,canterbury,rgbnir,2193,2020,2020-2021,20.0,0.2m,s3://nz-imagery/canterbury/canterbury_2020-2021_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2020-2021_0.2m/rgbnir/2193/,01KNR2H3YTSV76HXVXBYSPWTSZ,Canterbury 0.2m Near-Infrared Aerial Photos (2020-2021),Near-infrared orthophotography within the Canterbury region captured in the 2020-2021 flying season.,CC-BY-4.0,1200
./canterbury/canterbury_2014-2015_0.3m/rgbnir/2193/collection.json,Canterbury 0.3m Near-Infrared Aerial Photos (2014-2015),canterbury/canterbury_2014-2015_0.3m,canterbury,canterbury,rgbnir,2193,2014,2014-2015,30.0,0.3m,s3://nz-imagery/canterbury/canterbury_2014-2015_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2014-2015_0.3m/rgbnir/2193/,01KKFECP94JNNCK0EFHHMH8F4H,Canterbury 0.3m Near-Infrared Aerial Photos (2014-2015),Near-infrared orthophotography within the Canterbury region captured in the 2014-2015 flying season.,CC-BY-4.0,453
./canterbury/canterbury_2019_0.3m/rgbnir/2193/collection.json,Canterbury 0.3m Near-Infrared Aerial Photos (2019),canterbury/canterbury_2019_0.3m,canterbury,canterbury,rgbnir,2193,2019,2019,30.0,0.3m,s3://nz-imagery/canterbury/canterbury_2019_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/canterbury_2019_0.3m/rgbnir/2193/,01KNTAA8101HWXWVN26BT4568E,Canterbury 0.3m Near-Infrared Aerial Photos (2019),Near-infrared orthophotography within the Canterbury region captured in the 2019 flying season.,CC-BY-4.0,210
./canterbury/banks-peninsula_2025_0.075m/rgbnir/2193/collection.json,Banks Peninsula 0.075m Near-Infrared Aerial Photos (2025),canterbury/banks-peninsula_2025_0.075m,canterbury,banks peninsula,rgbnir,2193,2025,2025,7.5,0.075m,s3://nz-imagery/canterbury/banks-peninsula_2025_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/banks-peninsula_2025_0.075m/rgbnir/2193/,01KMK6W49XAAT1JEBW0PEVW93V,Banks Peninsula 0.075m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Canterbury region captured in the 2025 flying season.,CC-BY-4.0,599
./canterbury/ashburton_2023_0.1m/rgbnir/2193/collection.json,Ashburton 0.1m Near-Infrared Aerial Photos (2023),canterbury/ashburton_2023_0.1m,canterbury,ashburton,rgbnir,2193,2023,2023,10.0,0.1m,s3://nz-imagery/canterbury/ashburton_2023_0.1m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/ashburton_2023_0.1m/rgbnir/2193/,01KKWFXQ4ZAM1817GCZ93Y3M28,Ashburton 0.1m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Canterbury region captured in the 2023 flying season.,CC-BY-4.0,32
./west-coast/west-coast_2016-2017_0.3m/rgbnir/2193/collection.json,West Coast 0.3m Near-Infrared Aerial Photos (2016-2017),west-coast/west-coast_2016-2017_0.3m,west coast,west coast,rgbnir,2193,2016,2016-2017,30.0,0.3m,s3://nz-imagery/west-coast/west-coast_2016-2017_0.3m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/west-coast/west-coast_2016-2017_0.3m/rgbnir/2193/,01KKFDNVWF2JQ01FREBRRCFE94,West Coast 0.3m Near-Infrared Aerial Photos (2016-2017),Near-infrared orthophotography within the West Coast region captured in the 2016-2017 flying season.,CC-BY-4.0,355
./canterbury/ashburton_2023-2024_0.075m/rgbnir/2193/collection.json,Ashburton 0.075m Near-Infrared Aerial Photos (2023-2024),canterbury/ashburton_2023-2024_0.075m,canterbury,ashburton,rgbnir,2193,2023,2023-2024,7.5,0.075m,s3://nz-imagery/canterbury/ashburton_2023-2024_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/canterbury/ashburton_2023-2024_0.075m/rgbnir/2193/,01KH526X2ASBHKC7SCS3P069WD,Ashburton 0.075m Near-Infrared Aerial Photos (2023-2024),Near-infrared orthophotography within the Canterbury region captured in the 2023-2024 flying season.,CC-BY-4.0,874
./bay-of-plenty/tauranga_2025_0.1m/rgbnir/2193/collection.json,Tauranga 0.1m Near-Infrared Aerial Photos (2025),bay-of-plenty/tauranga_2025_0.1m,bay of plenty,tauranga,rgbnir,2193,2025,2025,10.0,0.1m,s3://nz-imagery/bay-of-plenty/tauranga_2025_0.1m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/tauranga_2025_0.1m/rgbnir/2193/,01KG39HGG8F8X3ZGXBQYTQHPHC,Tauranga 0.1m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Bay of Plenty region captured in the 2025 flying season.,CC-BY-4.0,61
./bay-of-plenty/bay-of-plenty_2025_0.1m/rgbnir/2193/collection.json,Bay of Plenty 0.1m Near-Infrared Aerial Photos (2025),bay-of-plenty/bay-of-plenty_2025_0.1m,bay of plenty,bay of plenty,rgbnir,2193,2025,2025,10.0,0.1m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2025_0.1m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2025_0.1m/rgbnir/2193/,01KKD5XFDBTE0TP7FJ4HBE5FHX,Bay of Plenty 0.1m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Bay of Plenty region captured in the 2025 flying season.,CC-BY-4.0,353
./bay-of-plenty/bay-of-plenty_2024_0.2m/rgbnir/2193/collection.json,Bay of Plenty West 0.2m Near-Infrared Aerial Photos (2024-2025),bay-of-plenty/bay-of-plenty_2024_0.2m,bay of plenty,bay of plenty,rgbnir,2193,2024,2024,20.0,0.2m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2024_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2024_0.2m/rgbnir/2193/,01KJ8WKGKGWRG10CZSBV70N76X,Bay of Plenty West 0.2m Near-Infrared Aerial Photos (2024-2025),Near-infrared orthophotography within the Bay of Plenty region captured in the 2024-2025 flying season.,CC-BY-4.0,938
./bay-of-plenty/bay-of-plenty_2023_0.1m/rgbnir/2193/collection.json,Bay of Plenty 0.1m Near-Infrared Aerial Photos (2023),bay-of-plenty/bay-of-plenty_2023_0.1m,bay of plenty,bay of plenty,rgbnir,2193,2023,2023,10.0,0.1m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2023_0.1m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2023_0.1m/rgbnir/2193/,01KMGY4Q1PDAJVW1TGWD2WS20A,Bay of Plenty 0.1m Near-Infrared Aerial Photos (2023),Near-infrared orthophotography within the Bay of Plenty region captured in the 2023 flying season.,CC-BY-4.0,235
./bay-of-plenty/bay-of-plenty_2023-2024_0.2m/rgbnir/2193/collection.json,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2023-2024),bay-of-plenty/bay-of-plenty_2023-2024_0.2m,bay of plenty,bay of plenty,rgbnir,2193,2023,2023-2024,20.0,0.2m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2023-2024_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2023-2024_0.2m/rgbnir/2193/,01KKYVQJRDM2T7E62A5GEG0TAQ,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2023-2024),Near-infrared orthophotography within the Bay of Plenty region captured in the 2023-2024 flying season.,CC-BY-4.0,374
./bay-of-plenty/bay-of-plenty_2021_0.2m/rgbnir/2193/collection.json,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2021),bay-of-plenty/bay-of-plenty_2021_0.2m,bay of plenty,bay of plenty,rgbnir,2193,2021,2021,20.0,0.2m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2021_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2021_0.2m/rgbnir/2193/,01KJ3VE10BWJ4PQZ8RPNHY0RHM,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2021),Near-infrared orthophotography within the Bay of Plenty region captured in the 2021 flying season.,CC-BY-4.0,826
./bay-of-plenty/bay-of-plenty_2021-2022_0.2m/rgbnir/2193/collection.json,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2021-2022),bay-of-plenty/bay-of-plenty_2021-2022_0.2m,bay of plenty,bay of plenty,rgbnir,2193,2021,2021-2022,20.0,0.2m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2021-2022_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2021-2022_0.2m/rgbnir/2193/,01KKYKT76Q6AW3PM8VGF0SCYB3,Bay of Plenty 0.2m Near-Infrared Aerial Photos (2021-2022),Near-infrared orthophotography within the Bay of Plenty region captured in the 2021-2022 flying season.,CC-BY-4.0,1075
./bay-of-plenty/bay-of-plenty_2015-2017_0.25m/rgbnir/2193/collection.json,Bay of Plenty 0.25m Near-Infrared Aerial Photos (2015-2017),bay-of-plenty/bay-of-plenty_2015-2017_0.25m,bay of plenty,bay of plenty,rgbnir,2193,2015,2015-2017,25.0,0.25m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2015-2017_0.25m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2015-2017_0.25m/rgbnir/2193/,01KKYSW2FKPDKYVG4AYC9MVBVS,Bay of Plenty 0.25m Near-Infrared Aerial Photos (2015-2017),Near-infrared orthophotography within the Bay of Plenty region captured in the 2015-2017 flying season.,CC-BY-4.0,141
./bay-of-plenty/bay-of-plenty_2014-2015_0.125m/rgbnir/2193/collection.json,Bay of Plenty 0.125m Near-Infrared Aerial Photos (2014-2015),bay-of-plenty/bay-of-plenty_2014-2015_0.125m,bay of plenty,bay of plenty,rgbnir,2193,2014,2014-2015,12.5,0.125m,s3://nz-imagery/bay-of-plenty/bay-of-plenty_2014-2015_0.125m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty_2014-2015_0.125m/rgbnir/2193/,01KMPM8GT9Y8GA3FD9QJMM08N6,Bay of Plenty 0.125m Near-Infrared Aerial Photos (2014-2015),Near-infrared orthophotography within the Bay of Plenty region captured in the 2014-2015 flying season.,CC-BY-4.0,166
./bay-of-plenty/bay-of-plenty-east_2024-2025_0.2m/rgbnir/2193/collection.json,Bay of Plenty East 0.2m Near-Infrared Aerial Photos (2024-2025),bay-of-plenty/bay-of-plenty-east_2024-2025_0.2m,bay of plenty,bay of plenty east,rgbnir,2193,2024,2024-2025,20.0,0.2m,s3://nz-imagery/bay-of-plenty/bay-of-plenty-east_2024-2025_0.2m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/bay-of-plenty/bay-of-plenty-east_2024-2025_0.2m/rgbnir/2193/,01KHWFY6GBAXJ43F2BCX1D93JK,Bay of Plenty East 0.2m Near-Infrared Aerial Photos (2024-2025),Near-infrared orthophotography within the Bay of Plenty region captured in the 2024-2025 flying season.,CC-BY-4.0,1051
./auckland/auckland_2024_0.25m/rgbnir/2193/collection.json,Auckland 0.25m Near-Infrared Aerial Photos (2024),auckland/auckland_2024_0.25m,auckland,auckland,rgbnir,2193,2024,2024,25.0,0.25m,s3://nz-imagery/auckland/auckland_2024_0.25m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/auckland/auckland_2024_0.25m/rgbnir/2193/,01KHW988T1K2W6B1BXMRWH07Z2,Auckland 0.25m Near-Infrared Aerial Photos (2024),Near-infrared orthophotography within the Auckland region captured in the 2024 flying season.,CC-BY-4.0,69
./auckland/auckland_2024_0.075m/rgbnir/2193/collection.json,Auckland 0.075m Near-Infrared Aerial Photos (2024-2025),auckland/auckland_2024_0.075m,auckland,auckland,rgbnir,2193,2024,2024,7.5,0.075m,s3://nz-imagery/auckland/auckland_2024_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/auckland/auckland_2024_0.075m/rgbnir/2193/,01KJ3SCS6GC16B1NNJ0BBSSY1R,Auckland 0.075m Near-Infrared Aerial Photos (2024-2025),Near-infrared orthophotography within the Auckland region captured in the 2024-2025 flying season.,CC-BY-4.0,17741
./wellington/masterton_2025_0.075m/rgbnir/2193/collection.json,Masterton 0.075m Near-Infrared Aerial Photos (2025),wellington/masterton_2025_0.075m,wellington,masterton,rgbnir,2193,2025,2025,7.5,0.075m,s3://nz-imagery/wellington/masterton_2025_0.075m/rgbnir/2193/,https://nz-imagery.s3.ap-southeast-2.amazonaws.com/wellington/masterton_2025_0.075m/rgbnir/2193/,01KG6DD3MVQWSRNN97FRJ8ASRE,Masterton 0.075m Near-Infrared Aerial Photos (2025),Near-infrared orthophotography within the Wellington region captured in the 2025 flying season.,CC-BY-4.0,840
